ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,Initials,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,AnsAbility.RESP,AnsAbility.RT,AnsAbility.RTTime,AnsHonest.RESP,AnsHonest.RT,AnsHonest.RTTime,Attribute1,BlockList,BlockList.Cycle,BlockList.Sample,NumberRecall1.ACC,NumberRecall1.CRESP,NumberRecall1.DurationError,NumberRecall1.OnsetDelay,NumberRecall1.OnsetTime,NumberRecall1.RESP,NumberRecall1.RT,NumberRecall1.RTTime,PANASnext.RT,PANASnext.RTTime,Procedure[Block],RMEStim1.ACC,RMEStim1.CRESP,RMEStim1.DurationError,RMEStim1.OnsetDelay,RMEStim1.OnsetTime,RMEStim1.RESP,RMEStim1.RT,RMEStim1.RTTime,Running[Block],Slide2.ACC,Slide2.CRESP,Slide2.DurationError,Slide2.OnsetDelay,Slide2.OnsetTime,Slide2.RESP,Slide2.RT,Slide2.RTTime,STAInext.RT,STAInext.RTTime,Trial,colordiscrim,colordiscrim.Cycle,colordiscrim.Sample,colortask.ACC,colortask.CRESP,colortask.DurationError,colortask.OnsetDelay,colortask.OnsetTime,colortask.RESP,colortask.RT,colortask.RTTime,CorrectAnswer,correctanswernum,filename,NumberRecall.ACC,NumberRecall.CRESP,NumberRecall.DurationError,NumberRecall.OnsetDelay,NumberRecall.OnsetTime,NumberRecall.RESP,NumberRecall.RT,NumberRecall.RTTime,Numbers,NumRecall,PANASQuestions,PANASQuestions.Cycle,PANASQuestions.Sample,PANASStim.RESP,PANASStim.RT,PANASStim.RTTime,Procedure[Trial],RMEStim.ACC,RMEStim.CRESP,RMEStim.DurationError,RMEStim.OnsetDelay,RMEStim.OnsetTime,RMEStim.RESP,RMEStim.RT,RMEStim.RTTime,RMETrialList,RMETrialList.Cycle,RMETrialList.Sample,Running[Trial],STAIQuestions,STAIQuestions.Cycle,STAIQuestions.Sample,STAIStim.RESP,STAIStim.RT,STAIStim.RTTime
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,1,,,,,,,,,,,,,,STAI01.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,1,1,1,1,36774,916189
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,2,,,,,,,,,,,,,,STAI02.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,2,1,2,1,6651,922979
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,3,,,,,,,,,,,,,,STAI03.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,3,1,3,3,4833,927944
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,4,,,,,,,,,,,,,,STAI04.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,4,1,4,2,3534,931611
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,5,,,,,,,,,,,,,,STAI05.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,5,1,5,1,3293,935053
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,6,,,,,,,,,,,,,,STAI06.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,6,1,6,2,1621,936814
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,7,,,,,,,,,,,,,,STAI07.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,7,1,7,3,5488,942447
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,8,,,,,,,,,,,,,,STAI08.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,8,1,8,1,1562,944154
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,9,,,,,,,,,,,,,,STAI09.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,9,1,9,4,2322,946614
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,10,,,,,,,,,,,,,,STAI10.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,10,1,10,2,1942,948700
